!Agilent Technologies,E4990A,MY54201829,A.02.20
!Date: Thu Nov 04 14:24:30 2021

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data
+1.16144861400e+006, +1.66155138638e+003, -8.89328767399e+001
+1.16815373000e+006, +1.64491978568e+003, -8.89412339189e+001
+1.17489755500e+006, +1.62853447966e+003, -8.89420231672e+001
+1.18168031300e+006, +1.61257533318e+003, -8.89559469545e+001
+1.18850222700e+006, +1.59675992760e+003, -8.89648484547e+001
+1.19536352600e+006, +1.58104626032e+003, -8.89684640555e+001
+1.20226443500e+006, +1.56579331005e+003, -8.89802470958e+001
+1.20920518300e+006, +1.55075132160e+003, -8.89859446851e+001
+1.21618600100e+006, +1.53578240845e+003, -8.89911768392e+001
+1.22320711900e+006, +1.52116165200e+003, -8.89997964566e+001
+1.23026877100e+006, +1.50654248227e+003, -8.90037259241e+001
+1.23737119000e+006, +1.49239053295e+003, -8.90047105982e+001
+1.24451461200e+006, +1.47862906354e+003, -8.90189167357e+001
+1.25169927300e+006, +1.46433359482e+003, -8.90210823438e+001
+1.25892541200e+006, +1.45050675897e+003, -8.90323083290e+001
+1.26619326800e+006, +1.43692972992e+003, -8.90349232016e+001
+1.27350308100e+006, +1.42384900572e+003, -8.90449293147e+001
+1.28085509500e+006, +1.41077204526e+003, -8.90454588272e+001
+1.28824955200e+006, +1.39785231672e+003, -8.90507267344e+001
+1.29568669800e+006, +1.38480723349e+003, -8.90582664899e+001
+1.30316677800e+006, +1.37209171235e+003, -8.90594638658e+001
+1.31069004200e+006, +1.35969073811e+003, -8.90665427951e+001
+1.31825673900e+006, +1.34719984207e+003, -8.90710254023e+001
+1.32586711800e+006, +1.33514284273e+003, -8.90727145957e+001
+1.33352143200e+006, +1.32305792834e+003, -8.90771779088e+001
+1.34121993500e+006, +1.31144751048e+003, -8.90876353967e+001
+1.34896288300e+006, +1.29970601628e+003, -8.90929077910e+001
+1.35675053000e+006, +1.28807897439e+003, -8.90982346959e+001
+1.36458313700e+006, +1.27670035910e+003, -8.90962090406e+001
+1.37246096100e+006, +1.26529765362e+003, -8.90954824973e+001
+1.38038426500e+006, +1.25420198838e+003, -8.91059813845e+001
+1.38835331000e+006, +1.24307916879e+003, -8.91069841337e+001
+1.39636836100e+006, +1.23219992828e+003, -8.91129410016e+001
+1.40442968400e+006, +1.22126179445e+003, -8.91172676466e+001
+1.41253754500e+006, +1.21082098996e+003, -8.91164168252e+001
+1.42069221300e+006, +1.20030173072e+003, -8.91129399843e+001
+1.42889395900e+006, +1.18973099866e+003, -8.91198641951e+001
+1.43714305300e+006, +1.17928033083e+003, -8.91381152903e+001
+1.44543977100e+006, +1.16902754729e+003, -8.91323885210e+001
+1.45378438600e+006, +1.15890660884e+003, -8.91344916770e+001
+1.46217717400e+006, +1.14906924777e+003, -8.91451411700e+001
+1.47061841500e+006, +1.13890592152e+003, -8.91582983902e+001
+1.47910838800e+006, +1.12923743609e+003, -8.91718668753e+001
+1.48764737400e+006, +1.11997538859e+003, -8.91654671421e+001
+1.49623565600e+006, +1.11019721284e+003, -8.91741638155e+001
+1.50487351900e+006, +1.10076624891e+003, -8.91772901118e+001
+1.51356124800e+006, +1.09135537623e+003, -8.91747617238e+001
+1.52229913300e+006, +1.08177917406e+003, -8.91854277798e+001
+1.53108746200e+006, +1.07269160527e+003, -8.91837591517e+001
+1.53992652600e+006, +1.06338862551e+003, -8.91839586292e+001
+1.54881661900e+006, +1.05429636259e+003, -8.91829399729e+001
+1.55775803500e+006, +1.04539067118e+003, -8.91831747704e+001
+1.56675107000e+006, +1.03646761171e+003, -8.91922532827e+001
+1.57579602300e+006, +1.02765594536e+003, -8.91990480450e+001
+1.58489319200e+006, +1.01896148620e+003, -8.92050882966e+001
+1.59404288100e+006, +1.01037628432e+003, -8.92302026764e+001
+1.60324539100e+006, +1.00134938615e+003, -8.92091401683e+001
+1.61250102700e+006, +9.93125640757e+002, -8.92243690573e+001
+1.62181009700e+006, +9.84556378562e+002, -8.92266256583e+001
+1.63117290900e+006, +9.76128797091e+002, -8.92191372386e+001
+1.64058977300e+006, +9.67817410192e+002, -8.92346786529e+001
+1.65006100100e+006, +9.59116641713e+002, -8.92465767069e+001
+1.65958690700e+006, +9.50977372707e+002, -8.92567641007e+001
+1.66916780700e+006, +9.42865297374e+002, -8.92487568960e+001
+1.67880401800e+006, +9.34419100275e+002, -8.92509492207e+001
+1.68849585900e+006, +9.26231045918e+002, -8.92538585079e+001
+1.69824365200e+006, +9.17806720091e+002, -8.92676804266e+001
+1.70804772000e+006, +9.09884496244e+002, -8.92496120604e+001
+1.71790838700e+006, +9.01562234382e+002, -8.92823718567e+001
+1.72782598100e+006, +8.93523918342e+002, -8.92410381085e+001
+1.73780082900e+006, +8.85195392063e+002, -8.92439474301e+001
+1.74783326200e+006, +8.77587360615e+002, -8.92342106193e+001
+1.75792361400e+006, +8.69607103384e+002, -8.92117069894e+001
+1.76807221800e+006, +8.61486251009e+002, -8.91970197221e+001
+1.77827941000e+006, +8.53896023005e+002, -8.91764544180e+001
+1.78854552900e+006, +8.46011587126e+002, -8.91568211404e+001
+1.79887091500e+006, +8.38295012517e+002, -8.91295084368e+001
+1.80925591000e+006, +8.30422459080e+002, -8.91090950334e+001
+1.81970085900e+006, +8.22614351796e+002, -8.90863867447e+001
+1.83020610600e+006, +8.14966880416e+002, -8.90629931628e+001
+1.84077200100e+006, +8.07449972376e+002, -8.90400425262e+001
+1.85139889400e+006, +7.99691203688e+002, -8.90130498664e+001
+1.86208713700e+006, +7.92221691008e+002, -8.89946879648e+001
+1.87283708300e+006, +7.84378896870e+002, -8.89600555198e+001
+1.88364908900e+006, +7.76674150038e+002, -8.89363075381e+001
+1.89452351400e+006, +7.68946281705e+002, -8.89059912034e+001
+1.90546071800e+006, +7.61085555936e+002, -8.88640351995e+001
+1.91646106300e+006, +7.53260368072e+002, -8.88398818764e+001
+1.92752491300e+006, +7.45150244102e+002, -8.87941084448e+001
+1.93865263600e+006, +7.37210755040e+002, -8.87313824886e+001
+1.94984460000e+006, +7.29002381853e+002, -8.86874525279e+001
+1.96110117500e+006, +7.20762190368e+002, -8.86249203867e+001
+1.97242273600e+006, +7.12395345736e+002, -8.85559318820e+001
+1.98380965700e+006, +7.03780525349e+002, -8.84794540507e+001
+1.99526231500e+006, +6.95174643732e+002, -8.83906600917e+001
+2.00678109000e+006, +6.86139220198e+002, -8.82843726831e+001
+2.01836636400e+006, +6.76902162632e+002, -8.81804168962e+001
+2.03001852000e+006, +6.67458731050e+002, -8.80303405071e+001
+2.04173794500e+006, +6.57639269962e+002, -8.78690985989e+001
+2.05352502600e+006, +6.47507349863e+002, -8.76742350478e+001
+2.06538015600e+006, +6.36952864911e+002, -8.74487525168e+001
+2.07730372600e+006, +6.25732913610e+002, -8.71660118035e+001
+2.08929613100e+006, +6.14077998307e+002, -8.68309328839e+001
+2.10135776900e+006, +6.01816579027e+002, -8.63997858660e+001
+2.11348904000e+006, +5.88501356211e+002, -8.58719105054e+001
+2.12569034500e+006, +5.74465788314e+002, -8.51969371008e+001
+2.13796209000e+006, +5.59321902336e+002, -8.43103274167e+001
+2.15030467900e+006, +5.43090262210e+002, -8.31529037241e+001
+2.16271852400e+006, +5.25876900880e+002, -8.15662342406e+001
+2.17520403400e+006, +5.08079866392e+002, -7.93689889005e+001
+2.18776162400e+006, +4.90934547573e+002, -7.62791436977e+001
+2.20039171000e+006, +4.77228611060e+002, -7.18903813724e+001
+2.21309471000e+006, +4.73461599990e+002, -6.58909273124e+001
+2.22587104500e+006, +4.91553284013e+002, -5.85287508310e+001
+2.23872113900e+006, +5.48268706052e+002, -5.15627343406e+001
+2.25164541700e+006, +6.51969828840e+002, -4.82189242491e+001
+2.26464430800e+006, +7.81002689563e+002, -5.04100832258e+001
+2.27771824200e+006, +8.84892857410e+002, -5.67829439543e+001
+2.29086765300e+006, +9.32505955224e+002, -6.41852704392e+001
+2.30409297600e+006, +9.33128481034e+002, -7.04492642608e+001
+2.31739465000e+006, +9.10697853897e+002, -7.51312638251e+001
+2.33077311500e+006, +8.81575322581e+002, -7.84672788451e+001
+2.34422881500e+006, +8.52530846937e+002, -8.08364889363e+001
+2.35776219600e+006, +8.25591386131e+002, -8.25467179323e+001
+2.37137370600e+006, +8.01664149721e+002, -8.38175662399e+001
+2.38506379500e+006, +7.80376725169e+002, -8.47686081774e+001
+2.39883291900e+006, +7.61506089742e+002, -8.55030980008e+001
+2.41268153300e+006, +7.44692979105e+002, -8.60668525634e+001
+2.42661009500e+006, +7.29525401319e+002, -8.65267357454e+001
+2.44061906800e+006, +7.15839786136e+002, -8.68946844915e+001
+2.45470891600e+006, +7.03072096130e+002, -8.71998902132e+001
+2.46888010500e+006, +6.91617524141e+002, -8.74511454577e+001
+2.48313310500e+006, +6.80772692290e+002, -8.76623987364e+001
+2.49746838900e+006, +6.70828676153e+002, -8.78322709847e+001
+2.51188643200e+006, +6.61350701347e+002, -8.79747043598e+001
+2.52638771000e+006, +6.52470318824e+002, -8.81106247801e+001
+2.54097270600e+006, +6.44061507163e+002, -8.82218530873e+001
+2.55564190100e+006, +6.35938223107e+002, -8.83179518259e+001
+2.57039578300e+006, +6.28272176756e+002, -8.84148476190e+001
+2.58523484000e+006, +6.20842144395e+002, -8.84793887991e+001
+2.60015956300e+006, +6.13808583054e+002, -8.85404616289e+001
+2.61517044800e+006, +6.07016821693e+002, -8.86151527092e+001
+2.63026799200e+006, +6.00325602457e+002, -8.86617974690e+001
+2.64545269500e+006, +5.93950983218e+002, -8.87005348033e+001
+2.66072506000e+006, +5.87733549262e+002, -8.87439884482e+001
+2.67608559300e+006, +5.81675227860e+002, -8.87812255310e+001
+2.69153480400e+006, +5.75835748233e+002, -8.88155056495e+001
+2.70707320400e+006, +5.70032735045e+002, -8.88541465415e+001
+2.72270130800e+006, +5.64451444198e+002, -8.88715848525e+001
+2.73841963400e+006, +5.58890890049e+002, -8.89062375081e+001
+2.75422870300e+006, +5.53537987504e+002, -8.89236959786e+001
+2.77012903900e+006, +5.48256991904e+002, -8.89489530054e+001
+2.78612116900e+006, +5.43101760352e+002, -8.89714008444e+001
+2.80220562200e+006, +5.37949326369e+002, -8.89844011071e+001
+2.81838293100e+006, +5.32977819197e+002, -8.89996836039e+001
+2.83465363300e+006, +5.28113866025e+002, -8.90178637897e+001
+2.85101826800e+006, +5.23295651845e+002, -8.90263941354e+001
+2.86747737600e+006, +5.18468919251e+002, -8.90290209298e+001
+2.88403150300e+006, +5.13803624354e+002, -8.90435786925e+001
+2.90068119900e+006, +5.09200477748e+002, -8.90637473744e+001
+2.91742701400e+006, +5.04584708271e+002, -8.90720881939e+001
+2.93426950400e+006, +5.00069090245e+002, -8.90783161972e+001
+2.95120922700e+006, +4.95604161690e+002, -8.90872632976e+001
+2.96824674300e+006, +4.91229605777e+002, -8.90918822438e+001
+2.98538261900e+006, +4.86913386501e+002, -8.90988868704e+001
+3.00261742100e+006, +4.82700308451e+002, -8.90793105083e+001
+3.01995172000e+006, +4.78361541111e+002, -8.90921198461e+001
+3.03738609200e+006, +4.74243084263e+002, -8.90954560549e+001
+3.05492111300e+006, +4.70034758714e+002, -8.91004873913e+001
+3.07255736500e+006, +4.65888495617e+002, -8.91029706461e+001
+3.09029543300e+006, +4.61806568262e+002, -8.91083867838e+001
+3.10813590300e+006, +4.57741714882e+002, -8.91101850598e+001
+3.12607936700e+006, +4.53703291415e+002, -8.91081365827e+001
+3.14412642000e+006, +4.49698604855e+002, -8.91063460738e+001
+3.16227766000e+006, +4.45774779912e+002, -8.91079414255e+001
+3.18053368800e+006, +4.41801405934e+002, -8.91121487506e+001
+3.19889511000e+006, +4.37956007812e+002, -8.91068666096e+001
+3.21736253300e+006, +4.34055898378e+002, -8.91043780609e+001
+3.23593656900e+006, +4.30321646638e+002, -8.91067853518e+001
+3.25461783500e+006, +4.26497692170e+002, -8.90973811858e+001
+3.27340694900e+006, +4.22750173307e+002, -8.91021301731e+001
+3.29230453300e+006, +4.18988045024e+002, -8.91043568250e+001
+3.31131121500e+006, +4.15318220982e+002, -8.90987943511e+001
+3.33042762300e+006, +4.11596811554e+002, -8.90883238310e+001
+3.34965439200e+006, +4.07988954943e+002, -8.90857822353e+001
+3.36899215700e+006, +4.04364063890e+002, -8.90896841197e+001
+3.38844156100e+006, +4.00734455312e+002, -8.90845121696e+001
+3.40800324800e+006, +3.97197608755e+002, -8.90783147571e+001
+3.42767786500e+006, +3.93566721918e+002, -8.90704201458e+001
+3.44746606600e+006, +3.90063226180e+002, -8.90707535683e+001
+3.46736850500e+006, +3.86543821892e+002, -8.90588311305e+001
+3.48738584100e+006, +3.83097923881e+002, -8.90529840761e+001
+3.50751874000e+006, +3.79589634135e+002, -8.90481330603e+001
+3.52776786600e+006, +3.76116972107e+002, -8.90394933514e+001
+3.54813389200e+006, +3.72663910045e+002, -8.90380713677e+001
+3.56861749300e+006, +3.69266217672e+002, -8.90286679399e+001
+3.58921934600e+006, +3.65842586577e+002, -8.90219020279e+001
+3.60994013600e+006, +3.62449772694e+002, -8.90110333450e+001
+3.63078054800e+006, +3.59069111060e+002, -8.90059371000e+001
+3.65174127300e+006, +3.55686183045e+002, -8.89891423719e+001
+3.67282300500e+006, +3.52394023144e+002, -8.89884249710e+001
+3.69402644400e+006, +3.49031862508e+002, -8.89758585232e+001
+3.71535229100e+006, +3.45730644269e+002, -8.89668415728e+001
+3.73680125400e+006, +3.42443329635e+002, -8.89576542620e+001
+3.75837404300e+006, +3.39151321869e+002, -8.89404608321e+001
+3.78007137300e+006, +3.35898398682e+002, -8.89353197060e+001
+3.80189396300e+006, +3.32660387862e+002, -8.89265325192e+001
+3.82384253700e+006, +3.29408467597e+002, -8.89127752360e+001
+3.84591782000e+006, +3.26144339835e+002, -8.89060976246e+001
+3.86812054600e+006, +3.22921426819e+002, -8.88907609276e+001
+3.89045145000e+006, +3.19695707571e+002, -8.88728453759e+001
+3.91291127100e+006, +3.16459821048e+002, -8.88602184798e+001
+3.93550075500e+006, +3.13224696362e+002, -8.88495748429e+001
+3.95822064800e+006, +3.10091688697e+002, -8.88340521464e+001
+3.98107170600e+006, +3.06853702690e+002, -8.88216794871e+001
+4.00405468300e+006, +3.03691079902e+002, -8.88004071382e+001
+4.02717034300e+006, +3.00552943995e+002, -8.87860398276e+001
+4.05041945100e+006, +2.97368849658e+002, -8.87657141254e+001
+4.07380277800e+006, +2.94242219860e+002, -8.87509128894e+001
+4.09732109800e+006, +2.91044127493e+002, -8.87272264888e+001
+4.12097519100e+006, +2.87929538449e+002, -8.87103244216e+001
+4.14476584000e+006, +2.84740428611e+002, -8.86917956215e+001
+4.16869383500e+006, +2.81594762520e+002, -8.86721338375e+001
+4.19275996700e+006, +2.78465743318e+002, -8.86469412020e+001
+4.21696503400e+006, +2.75309786339e+002, -8.86235731931e+001
+4.24130983900e+006, +2.72193762501e+002, -8.85969689026e+001
+4.26579518800e+006, +2.69066584107e+002, -8.85706016128e+001
+4.29042189200e+006, +2.65942824790e+002, -8.85497746488e+001
+4.31519076800e+006, +2.62763515173e+002, -8.85210544909e+001
+4.34010263600e+006, +2.59643928754e+002, -8.84917140308e+001
+4.36515832200e+006, +2.56500859525e+002, -8.84609131614e+001
+4.39035865600e+006, +2.53368040058e+002, -8.84314619326e+001
+4.41570447400e+006, +2.50231707244e+002, -8.83898006405e+001
+4.44119661400e+006, +2.47060884975e+002, -8.83626189206e+001
+4.46683592200e+006, +2.43914993090e+002, -8.83267025555e+001
+4.49262324700e+006, +2.40744918848e+002, -8.82905097946e+001
+4.51855944400e+006, +2.37586028770e+002, -8.82451284705e+001
+4.54464537200e+006, +2.34412806016e+002, -8.82050424474e+001
+4.57088189600e+006, +2.31217492237e+002, -8.81614245089e+001
+4.59726988500e+006, +2.28015748789e+002, -8.81107012885e+001
+4.62381021400e+006, +2.24826805750e+002, -8.80657037627e+001
+4.65050376200e+006, +2.21610152790e+002, -8.80140434493e+001
+4.67735141300e+006, +2.18368357422e+002, -8.79506496528e+001
+4.70435405700e+006, +2.15138681233e+002, -8.79012378289e+001
+4.73151259000e+006, +2.11877685020e+002, -8.78342072361e+001
+4.75882791000e+006, +2.08591419006e+002, -8.77689991718e+001
+4.78630092300e+006, +2.05299920606e+002, -8.77009375479e+001
+4.81393254000e+006, +2.01999798128e+002, -8.76310976483e+001
+4.84172367600e+006, +1.98657273049e+002, -8.75499901469e+001
+4.86967525200e+006, +1.95299993115e+002, -8.74674812917e+001
+4.89778819400e+006, +1.91915942255e+002, -8.73785187097e+001
+4.92606343300e+006, +1.88496939541e+002, -8.72828228132e+001
+4.95450190800e+006, +1.85074668393e+002, -8.71856446318e+001
+4.98310456000e+006, +1.81604683599e+002, -8.70744068892e+001
+5.01187233600e+006, +1.78102605127e+002, -8.69576304722e+001
+5.04080619100e+006, +1.74576941887e+002, -8.68364798022e+001
+5.06990708300e+006, +1.70990857939e+002, -8.67004287506e+001
+5.09917597600e+006, +1.67374968226e+002, -8.65514244249e+001
+5.12861384000e+006, +1.63702482186e+002, -8.63945580243e+001
+5.15822165100e+006, +1.60013295578e+002, -8.62269319486e+001
+5.18800038900e+006, +1.56255156364e+002, -8.60420181939e+001
+5.21795104200e+006, +1.52451095363e+002, -8.58352130771e+001
+5.24807460200e+006, +1.48581617131e+002, -8.56153432888e+001
+5.27837206800e+006, +1.44652126025e+002, -8.53745186748e+001
+5.30884444200e+006, +1.40656055695e+002, -8.51098629665e+001
+5.33949273600e+006, +1.36603179245e+002, -8.48119277719e+001
+5.37031796400e+006, +1.32467348518e+002, -8.44886782341e+001
+5.40132114800e+006, +1.28262370600e+002, -8.41263925238e+001
+5.43250331500e+006, +1.23962368991e+002, -8.37215692421e+001
+5.46386549900e+006, +1.19572334536e+002, -8.32714839994e+001
+5.49540873900e+006, +1.15086717475e+002, -8.27579154893e+001
+5.52713407900e+006, +1.10502448718e+002, -8.21736152783e+001
+5.55904257300e+006, +1.05814662186e+002, -8.15115934004e+001
+5.59113527600e+006, +1.01012181319e+002, -8.07439612799e+001
+5.62341325200e+006, +9.60918852724e+001, -7.98587105027e+001
+5.65587757100e+006, +9.10378827481e+001, -7.88234601143e+001
+5.68852930800e+006, +8.58666442474e+001, -7.75918812057e+001
+5.72136954700e+006, +8.05599513704e+001, -7.61286699953e+001
+5.75439937300e+006, +7.51349510279e+001, -7.43530821232e+001
+5.78761988300e+006, +6.95999954315e+001, -7.21734529271e+001
+5.82103217800e+006, +6.39740560702e+001, -6.94588465709e+001
+5.85463736300e+006, +5.83118690768e+001, -6.60079595394e+001
+5.88843655400e+006, +5.26940986137e+001, -6.15474858062e+001
+5.92243086900e+006, +4.72707575181e+001, -5.56782484112e+001
+5.95662143500e+006, +4.22971518738e+001, -4.78611261432e+001
+5.99100938600e+006, +3.82093674892e+001, -3.75119533613e+001
+6.02559586100e+006, +3.56462167361e+001, -2.43310503731e+001
+6.06038200500e+006, +3.53734838060e+001, -9.05835443402e+000
+6.09536897200e+006, +3.79372505336e+001, +6.27330763321e+000
+6.13055792100e+006, +4.33937364382e+001, +1.95808562433e+001
+6.16595001900e+006, +5.14199383310e+001, +3.00075564201e+001
+6.20154643700e+006, +6.16594257630e+001, +3.77670382417e+001
+6.23734835500e+006, +7.38914594396e+001, +4.34511195034e+001
+6.27335696000e+006, +8.80692107577e+001, +4.75979050731e+001
+6.30957344500e+006, +1.04268833522e+002, +5.05974909987e+001
+6.34599901000e+006, +1.22719504092e+002, +5.27289609215e+001
+6.38263486200e+006, +1.43728366649e+002, +5.41735706744e+001
+6.41948221500e+006, +1.67735628861e+002, +5.50415780114e+001
+6.45654229000e+006, +1.95360760573e+002, +5.54061172942e+001
+6.49381631600e+006, +2.27414538498e+002, +5.52896335433e+001
+6.53130552600e+006, +2.64983175648e+002, +5.46828517963e+001
+6.56901116500e+006, +3.09528757879e+002, +5.35435339114e+001
+6.60693448000e+006, +3.62886587290e+002, +5.17802182569e+001
+6.64507672900e+006, +4.27584274489e+002, +4.92643112139e+001
+6.68343917600e+006, +5.06810430463e+002, +4.57626507909e+001
+6.72202309100e+006, +6.03953091015e+002, +4.09278954855e+001
+6.76082975400e+006, +7.22590696823e+002, +3.43854494840e+001
+6.79986045000e+006, +8.59996777521e+002, +2.55676325047e+001
+6.83911647300e+006, +1.00256182536e+003, +1.39757085269e+001
+6.87859912300e+006, +1.11414996467e+003, -1.74867948636e-001
+6.91830970900e+006, +1.15296117901e+003, -1.54812735873e+001
+6.95824954700e+006, +1.11032598949e+003, -2.97343553886e+001
+6.99841996000e+006, +1.01910858180e+003, -4.15608553436e+001
+7.03882227900e+006, +9.15928783463e+002, -5.06794583732e+001
+7.07945784400e+006, +8.19975111821e+002, -5.75518352921e+001
+7.12032800000e+006, +7.37362007773e+002, -6.27589497858e+001
+7.16143410200e+006, +6.68086437580e+002, -6.67542108961e+001
+7.20277751200e+006, +6.10324189206e+002, -6.98661767985e+001
+7.24435960100e+006, +5.61906786961e+002, -7.23426460841e+001
+7.28618174500e+006, +5.20955728027e+002, -7.43369796865e+001
+7.32824533100e+006, +4.86042797978e+002, -7.59748723893e+001
+7.37055175300e+006, +4.56099170746e+002, -7.72822027506e+001
+7.41310241300e+006, +4.29725047329e+002, -7.84197959575e+001
+7.45589872000e+006, +4.06652775152e+002, -7.93851024381e+001
+7.49894209300e+006, +3.86117897053e+002, -8.02115726999e+001
+7.54223395800e+006, +3.67811087901e+002, -8.09197076541e+001
+7.58577575000e+006, +3.51313000204e+002, -8.15360364493e+001
+7.62956891200e+006, +3.36351196953e+002, -8.20706170299e+001
+7.67361489400e+006, +3.22751599805e+002, -8.25454830620e+001
+7.71791515600e+006, +3.10292936828e+002, -8.29570336977e+001
+7.76247116600e+006, +2.98771325117e+002, -8.33239021629e+001
+7.80728440100e+006, +2.88137415234e+002, -8.36532940713e+001
+7.85235634600e+006, +2.78231274012e+002, -8.39442351383e+001
+7.89768849400e+006, +2.68969295163e+002, -8.42030014578e+001
+7.94328234700e+006, +2.60311882085e+002, -8.44300262402e+001
+7.98913941700e+006, +2.52174037322e+002, -8.46378570377e+001
+8.03526122200e+006, +2.44472670476e+002, -8.48233800855e+001
+8.08164929100e+006, +2.37202801329e+002, -8.49902485962e+001
+8.12830516200e+006, +2.30309389673e+002, -8.51343860001e+001
+8.17523037900e+006, +2.23718049910e+002, -8.52655462269e+001
+8.22242649900e+006, +2.17443578524e+002, -8.53874094691e+001
+8.26989508600e+006, +2.11439987924e+002, -8.54939562042e+001
+8.31763771100e+006, +2.05696619517e+002, -8.55796190836e+001
+8.36565595800e+006, +2.00155292156e+002, -8.56594905837e+001
+8.41395141600e+006, +1.94815631279e+002, -8.57357647300e+001
+8.46252568800e+006, +1.89691279560e+002, -8.57908719142e+001
+8.51138038200e+006, +1.84707652261e+002, -8.58395026046e+001
+8.56051711700e+006, +1.79882949843e+002, -8.58819504612e+001
+8.60993752200e+006, +1.75212785194e+002, -8.59079387041e+001
+8.65964323400e+006, +1.70661123539e+002, -8.59326856448e+001
+8.70963590000e+006, +1.66237950017e+002, -8.59455679479e+001
+8.75991717600e+006, +1.61925060118e+002, -8.59475718280e+001
+8.81048873000e+006, +1.57709765604e+002, -8.59399684971e+001
+8.86135223700e+006, +1.53571067955e+002, -8.59266659949e+001
+8.91250938100e+006, +1.49534430781e+002, -8.59007334691e+001
+8.96396185900e+006, +1.45567072662e+002, -8.58648724256e+001
+9.01571137600e+006, +1.41658005001e+002, -8.58151930803e+001
+9.06775964600e+006, +1.37816061512e+002, -8.57546836300e+001
+9.12010839400e+006, +1.34023983472e+002, -8.56787430329e+001
+9.17275935400e+006, +1.30274742158e+002, -8.55903191210e+001
+9.22571427200e+006, +1.26563017398e+002, -8.54824373864e+001
+9.27897490100e+006, +1.22885358294e+002, -8.53521898042e+001
+9.33254300800e+006, +1.19227093077e+002, -8.51973964384e+001
+9.38642036700e+006, +1.15585249388e+002, -8.50150989133e+001
+9.44060876300e+006, +1.11944231714e+002, -8.47986434067e+001
+9.49510999200e+006, +1.08303363081e+002, -8.45334089406e+001
+9.54992586000e+006, +1.04645580371e+002, -8.42177332751e+001
+9.60505818400e+006, +1.00966535809e+002, -8.38311810431e+001
+9.66050879000e+006, +9.72493721851e+001, -8.33539098168e+001
+9.71627951600e+006, +9.34918453132e+001, -8.27549969527e+001
+9.77237221000e+006, +8.96820270712e+001, -8.19993048210e+001
+9.82878873000e+006, +8.58190024498e+001, -8.10230584818e+001
+9.88553094700e+006, +8.19104880241e+001, -7.97340443714e+001
+9.94260074000e+006, +7.79972141599e+001, -7.80080770291e+001
+1.00000000000e+007, +7.41924091219e+001, -7.56491000931e+001
+1.00577306300e+007, +7.07219241568e+001, -7.23962012952e+001
+1.01157945430e+007, +6.80878132753e+001, -6.79550664844e+001
+1.01741936620e+007, +6.72193930835e+001, -6.22395961393e+001
+1.02329299230e+007, +6.95400412655e+001, -5.59196196344e+001
+1.02920052720e+007, +7.63174075800e+001, -5.09980048026e+001
+1.03514216670e+007, +8.68080191947e+001, -4.98748087928e+001
+1.04111810760e+007, +9.70869345631e+001, -5.31087916375e+001
+1.04712854810e+007, +1.02742643554e+002, -5.87983491396e+001
+1.05317368710e+007, +1.02883346565e+002, -6.45736597455e+001
+1.05925372520e+007, +9.94749587679e+001, -6.92649317633e+001
+1.06536886370e+007, +9.45538361324e+001, -7.27116034181e+001
+1.07151930520e+007, +8.92878614494e+001, -7.51544179570e+001
+1.07770525370e+007, +8.41582720070e+001, -7.68595129064e+001
+1.08392691400e+007, +7.93169996952e+001, -7.80460495692e+001
+1.09018449240e+007, +7.47930684063e+001, -7.88574589556e+001
+1.09647819610e+007, +7.05607930296e+001, -7.93968389982e+001
+1.10280823380e+007, +6.65708432335e+001, -7.97284556751e+001
+1.10917481530e+007, +6.27936098156e+001, -7.98941274154e+001
+1.11557815140e+007, +5.91927411546e+001, -7.99233484887e+001
+1.12201845430e+007, +5.57392984526e+001, -7.98356760356e+001
+1.12849593750e+007, +5.24107191428e+001, -7.96372764430e+001
+1.13501081570e+007, +4.91855985984e+001, -7.93392103496e+001
+1.14156330460e+007, +4.60474304911e+001, -7.89312402561e+001
+1.14815362150e+007, +4.29846746687e+001, -7.84108338130e+001
+1.15478198470e+007, +3.99859645758e+001, -7.77628383990e+001
+1.16144861380e+007, +3.70467491542e+001, -7.69687044401e+001
+1.16815372990e+007, +3.41563178630e+001, -7.59922953829e+001
+1.17489755490e+007, +3.13107597325e+001, -7.48057444292e+001
+1.18168031250e+007, +2.85120854446e+001, -7.33479612604e+001
+1.18850222740e+007, +2.57588694230e+001, -7.15372393576e+001
+1.19536352570e+007, +2.30515849506e+001, -6.92487291877e+001
+1.20226443460e+007, +2.04065535303e+001, -6.63105277858e+001
+1.20920518290e+007, +1.78393836440e+001, -6.24531861405e+001
+1.21618600060e+007, +1.53860272748e+001, -5.72526803781e+001
+1.22320711900e+007, +1.31121120639e+001, -5.00683092877e+001
+1.23026877080e+007, +1.11342039296e+001, -3.99687213576e+001
+1.23737118990e+007, +9.65077739217e+000, -2.59838539007e+001
+1.24451461180e+007, +8.93715075199e+000, -8.19509319338e+000
+1.25169927300e+007, +9.20619891884e+000, +1.07325350615e+001
+1.25892541180e+007, +1.04213903980e+001, +2.70855389145e+001
+1.26619326750e+007, +1.23524033665e+001, +3.93380429719e+001
+1.27350308100e+007, +1.47639155722e+001, +4.80086132470e+001
+1.28085509450e+007, +1.75093043106e+001, +5.41372546138e+001
+1.28824955170e+007, +2.05104612664e+001, +5.85220524883e+001
+1.29568669750e+007, +2.37339175767e+001, +6.17048804718e+001
+1.30316677850e+007, +2.71656822063e+001, +6.40242790555e+001
